age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
40,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,NO,2,1,YES,0,14280,49980,0
43,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,NO,2,1,NO,7270,21810,50890,1
41,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,NO,6290,6290,44030,0
30,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,9,1,YES,1,1,NO,7690,7690,69210,1
38,250/500,500,1733.56,0,MALE,High School,sales,wife,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,NO,2,1,YES,7420,14840,44520,0
36,100/300,500,1533.07,0,MALE,JD,farming-fishing,own-child,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,13,1,YES,1,2,YES,0,6500,52000,0
41,100/300,500,1106.77,0,FEMALE,College,prof-specialty,other-relative,45500,-62500,Parked Car,Rear Collision,Trivial Damage,Police,3,1,NO,2,0,NO,500,500,4000,0
29,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,3,1,NO,2,1,NO,500,1000,3500,1
41,250/500,1000,1298.85,6000000,FEMALE,High School,sales,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,16,3,NO,1,3,YES,6050,12100,36300,0
38,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,12,3,NO,1,3,NO,6880,6880,48160,0
29,250/500,2000,1202.28,0,MALE,High School,exec-managerial,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,4,1,NO,1,2,NO,4370,4370,34960,1
31,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,3,1,NO,2,0,NO,7120,7120,49840,0
35,250/500,1000,1358.03,0,MALE,JD,sales,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,NO,2,1,NO,10000,10000,35000,1
27,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,own-child,46000,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,19,1,NO,2,3,NO,0,550,3850,0
27,100/300,1000,1141.1,0,MALE,JD,armed-forces,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,NO,0,1,YES,5970,11940,53730,0
44,100/300,1000,1397.0,0,MALE,High School,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,0,NO,6860,6860,48020,0
27,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3,1,NO,0,3,NO,5750,5750,46000,0
39,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,wife,0,-63900,Parked Car,Rear Collision,Minor Damage,Police,17,1,YES,0,0,NO,870,1740,6090,0
46,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,4,4,NO,2,1,NO,15420,7710,53970,0
57,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,NO,2,0,YES,6600,6600,46200,0
46,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,9980,4990,39920,0
30,250/500,500,1039.55,0,MALE,MD,exec-managerial,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,4,3,NO,2,1,NO,6730,13460,53840,0
42,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,NO,1,2,YES,11180,11180,39130,0
27,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,NO,0,2,YES,6630,13260,59670,0
33,100/300,2000,1081.17,0,MALE,MD,sales,wife,0,-65200,Parked Car,Rear Collision,Minor Damage,Police,3,1,NO,0,1,NO,490,490,3920,0
34,250/500,500,991.39,0,MALE,High School,tech-support,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,NO,1,0,NO,14140,14140,49490,0
43,500/1000,500,984.02,0,FEMALE,JD,transport-moving,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,NO,2,2,NO,7470,14940,52290,1
26,100/300,500,1354.83,0,MALE,MD,tech-support,husband,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,NO,2,2,NO,4060,4060,32480,0
28,100/300,1000,830.31,0,MALE,JD,farming-fishing,husband,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,NO,1,0,NO,10060,10060,25150,0
36,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,NO,0,3,NO,4280,8560,34240,0
57,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,14,1,NO,0,0,NO,4070,4070,32560,1
27,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,NO,2,1,YES,6300,3150,25200,0
28,500/1000,1000,1074.47,0,MALE,MD,protective-serv,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,4,1,NO,2,0,NO,400,400,2400,0
42,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,2,1,NO,1,1,NO,7180,14360,57440,1
31,500/1000,500,1255.02,0,MALE,Associate,sales,not-in-family,58200,0,Parked Car,Rear Collision,Minor Damage,None,10,1,YES,1,0,NO,560,1120,4480,0
60,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,YES,1,1,NO,15500,7750,62000,0
50,100/300,2000,836.11,5000000,MALE,Masters,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,1,4,YES,1,2,NO,12140,6070,54630,0
40,100/300,500,1450.98,0,MALE,Associate,exec-managerial,husband,43700,0,Parked Car,Rear Collision,Trivial Damage,Police,20,1,NO,0,2,NO,1100,1100,3850,0
39,250/500,2000,625.08,0,FEMALE,JD,protective-serv,wife,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,NO,2,3,YES,15980,7990,63920,1
47,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,2,NO,0,2,YES,11000,5500,44000,1
35,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,10,3,NO,2,1,NO,16040,16040,56140,0
37,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,2,2,NO,1,2,NO,9760,4880,39040,0
45,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,19,1,NO,0,2,NO,5380,5380,43040,0
29,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,YES,1,2,NO,4530,9060,40770,1
35,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,YES,0,3,YES,9880,4940,39520,0
35,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,wife,0,-42900,Parked Car,Rear Collision,Trivial Damage,None,5,1,NO,0,2,YES,520,260,2080,1
28,100/300,2000,1609.11,0,MALE,High School,craft-repair,own-child,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,8,1,YES,2,1,YES,0,1220,4270,0
45,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,4,1,NO,0,2,NO,670,1340,5360,0
34,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,NO,1,0,NO,5080,5080,40640,1
48,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,20,2,NO,1,1,NO,5190,5190,31140,0
38,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,18,1,NO,2,3,YES,8150,16300,65200,0
55,100/300,1000,1097.99,0,FEMALE,JD,other-service,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,0,3,NO,0,3,NO,0,0,39690,0
32,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,NO,2,0,NO,5660,5660,50940,0
38,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,NO,0,1,YES,9440,4720,37760,1
40,250/500,500,1390.89,5000000,MALE,College,armed-forces,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,23,1,NO,2,2,NO,9720,4860,38880,0
43,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,4,3,YES,2,1,YES,5710,5710,45680,0
36,250/500,500,1616.26,0,MALE,High School,exec-managerial,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,2,3,NO,14080,7040,56320,0
40,500/1000,500,1398.94,0,MALE,College,craft-repair,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,NO,1,2,NO,6830,13660,47810,0
32,500/1000,1000,1238.92,0,MALE,Associate,other-service,other-relative,57800,-53700,Parked Car,Rear Collision,Trivial Damage,None,4,1,NO,0,2,NO,460,920,3680,0
32,100/300,1000,968.46,0,MALE,MD,tech-support,not-in-family,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,0,3,NO,0,2,NO,6600,13200,39600,1
31,100/300,500,1045.12,0,FEMALE,High School,transport-moving,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,2,3,NO,0,2,NO,0,15540,54390,1
27,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,11,3,YES,1,1,NO,7770,15540,54390,0
54,500/1000,500,912.3,0,MALE,College,prof-specialty,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,23,3,NO,2,1,NO,12500,12500,43750,1
29,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,3,NO,1,3,YES,16560,16560,57960,0
20,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,NO,1,3,YES,4030,8060,36270,0
34,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,18,1,YES,1,1,YES,9500,9500,76000,0
32,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,other-relative,82100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,8,1,NO,1,3,NO,780,390,2730,0
39,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,0,3,NO,11880,5940,41580,1
43,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,NO,2,0,NO,6690,6690,46830,0
32,250/500,500,895.14,0,MALE,JD,sales,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,4,1,NO,0,3,YES,8720,4360,30520,0
57,100/300,2000,1373.21,0,MALE,College,adm-clerical,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,3,NO,0,0,NO,6280,12560,43960,0
48,250/500,1000,1625.65,0,MALE,College,farming-fishing,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,YES,1,3,NO,11900,5950,41650,0
37,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,YES,1,0,NO,5940,5940,41580,0
33,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,0,1,NO,7580,7580,26530,0
46,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,NO,0,1,YES,6310,12620,44170,0
60,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,other-relative,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,NO,2,1,NO,5240,10480,47160,1
51,100/300,1000,959.83,0,FEMALE,Masters,sales,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,NO,2,2,YES,17400,11600,46400,1
40,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,4200,8400,33600,0
47,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,21,1,NO,2,2,YES,5850,5850,46800,0
57,500/1000,2000,1422.95,0,MALE,JD,transport-moving,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,3,NO,1,3,NO,11040,11040,44160,0
36,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,NO,1,3,NO,8180,8180,49080,0
43,500/1000,2000,1539.06,0,MALE,Masters,sales,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,NO,0,3,NO,10700,10700,42800,0
25,100/300,2000,988.06,0,FEMALE,Masters,other-service,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,YES,1,0,NO,4040,4040,24240,0
28,500/1000,1000,1740.57,0,FEMALE,College,farming-fishing,wife,0,-18600,Single Vehicle Collision,Rear Collision,Major Damage,Police,3,1,NO,0,1,NO,3720,3720,26040,0
38,250/500,1000,1540.91,7000000,MALE,College,adm-clerical,wife,40900,0,Vehicle Theft,Rear Collision,Trivial Damage,None,0,1,NO,1,1,YES,480,960,2880,0
29,250/500,500,1381.88,5000000,MALE,High School,tech-support,other-relative,0,-77800,Vehicle Theft,Rear Collision,Trivial Damage,Police,4,1,NO,0,2,NO,840,420,2940,0
29,100/300,500,1446.98,0,MALE,MD,adm-clerical,own-child,0,-45700,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,11,3,YES,2,0,NO,10540,5270,42160,0
31,500/1000,500,1220.86,0,MALE,JD,other-service,husband,55400,-40400,Parked Car,Rear Collision,Trivial Damage,None,4,1,YES,1,2,NO,0,960,3360,0
45,500/1000,500,948.1,0,FEMALE,High School,machine-op-inspct,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,11,3,NO,0,2,NO,13860,6930,48510,0
30,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,NO,2,2,NO,4060,4060,24360,0
38,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,20,1,NO,2,2,YES,6720,6720,47040,0
38,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,22,1,YES,0,0,NO,440,440,1760,0
27,500/1000,500,1060.88,0,MALE,JD,other-service,other-relative,0,-66500,Parked Car,Rear Collision,Trivial Damage,Police,4,1,NO,0,3,NO,550,1100,4400,0
43,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,4,NO,0,0,NO,4270,4270,34160,1
47,250/500,1000,1556.17,0,MALE,College,prof-specialty,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,20,1,YES,1,3,NO,3660,7320,29280,1
50,500/1000,500,1216.24,0,MALE,Masters,priv-house-serv,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,7,1,NO,2,0,NO,5000,10000,35000,0
35,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,husband,0,0,Parked Car,Rear Collision,Trivial Damage,None,4,1,NO,0,1,NO,640,320,2880,0
41,250/500,500,1203.81,0,MALE,JD,transport-moving,not-in-family,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,17,3,NO,0,2,NO,13700,20550,61650,0
47,250/500,1000,1393.34,0,MALE,High School,exec-managerial,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,YES,6240,12480,37440,0
42,100/300,1000,1484.48,0,MALE,PhD,armed-forces,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,10,1,NO,2,3,NO,5730,11460,45840,0
41,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,2,2,NO,5770,11540,46160,0
38,250/500,1000,1281.25,0,FEMALE,High School,tech-support,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,NO,0,2,NO,8080,4040,32320,1
35,250/500,500,1667.83,0,MALE,JD,prof-specialty,husband,48500,-67400,Parked Car,Rear Collision,Minor Damage,Police,4,1,YES,1,1,NO,1200,1200,4200,0
36,250/500,1000,1497.41,0,MALE,PhD,machine-op-inspct,husband,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,17,3,NO,2,0,YES,9650,9650,57900,0
30,100/300,500,803.36,0,FEMALE,High School,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,NO,0,0,YES,0,11400,45600,0
45,250/500,2000,1221.41,0,FEMALE,Masters,farming-fishing,wife,46700,-72500,Vehicle Theft,Rear Collision,Trivial Damage,Police,9,1,NO,2,1,NO,300,300,2100,0
36,250/500,500,1865.83,5000000,MALE,College,transport-moving,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,1,YES,4300,8600,34400,0
37,250/500,2000,1434.27,0,FEMALE,Associate,tech-support,unmarried,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,NO,2,3,NO,5010,10020,40080,0
31,500/1000,500,1114.68,0,FEMALE,Associate,other-service,husband,44500,-55900,Vehicle Theft,Rear Collision,Trivial Damage,Police,5,1,YES,1,0,NO,480,480,3360,0
38,250/500,2000,1218.56,0,FEMALE,Masters,transport-moving,husband,39300,-60300,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,YES,2,2,NO,11460,5730,51570,1
31,250/500,2000,1234.69,9000000,FEMALE,MD,tech-support,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,1,2,NO,2,1,NO,14880,7440,52080,1
33,250/500,500,964.92,0,FEMALE,Associate,exec-managerial,other-relative,45700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,4,NO,2,1,NO,3530,3530,28240,1
57,500/1000,500,1351.72,0,MALE,High School,tech-support,wife,0,-49400,Parked Car,Rear Collision,Minor Damage,None,3,1,YES,1,3,NO,480,480,1680,0
41,250/500,1000,817.28,0,MALE,High School,sales,unmarried,62200,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,NO,1,1,NO,4630,9260,46300,1
39,500/1000,1000,1389.59,0,FEMALE,Masters,machine-op-inspct,own-child,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,23,3,YES,1,3,NO,3780,7560,30240,1
45,250/500,1000,1353.53,0,FEMALE,JD,tech-support,unmarried,54700,-47900,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,0,0,NO,11700,0,46800,1
43,500/1000,1000,1294.04,0,FEMALE,Masters,handlers-cleaners,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,YES,2,3,YES,13220,6610,59490,0
33,100/300,1000,840.81,0,FEMALE,High School,farming-fishing,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,2,NO,7510,7510,67590,1
41,100/300,2000,998.19,0,FEMALE,MD,priv-house-serv,husband,43700,-66300,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,23,3,NO,1,3,NO,13100,19650,45850,1
46,100/300,2000,1090.32,0,MALE,College,handlers-cleaners,husband,0,-70400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,17,1,NO,1,2,NO,5710,5710,39970,1
44,500/1000,500,1780.67,0,MALE,Associate,other-service,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,3,1,NO,1,0,NO,7020,7020,56160,1
30,250/500,2000,1681.01,0,MALE,JD,protective-serv,own-child,0,-51100,Parked Car,Rear Collision,Minor Damage,None,16,1,NO,2,1,NO,490,1470,2940,0
62,250/500,1000,1395.77,0,FEMALE,MD,protective-serv,own-child,82600,-49500,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,NO,1,3,NO,5540,11080,49860,1
23,500/1000,2000,1471.44,5000000,MALE,High School,transport-moving,own-child,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,NO,2,1,NO,4580,9160,36640,1
61,500/1000,500,1265.72,0,FEMALE,Masters,handlers-cleaners,wife,0,-59500,Single Vehicle Collision,Front Collision,Major Damage,Fire,23,1,YES,0,2,NO,9900,9900,44550,0
29,250/500,1000,1274.7,5000000,MALE,College,prof-specialty,other-relative,47500,-58700,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,3,YES,5540,11080,38780,1
28,100/300,500,1330.39,0,MALE,MD,prof-specialty,wife,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,3,1,NO,2,2,YES,4990,9980,34930,0
28,500/1000,500,1122.95,4000000,MALE,Masters,priv-house-serv,other-relative,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,0,3,YES,12480,12480,49920,0
44,250/500,2000,1655.79,0,FEMALE,Masters,exec-managerial,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,YES,0,0,YES,16280,16280,73260,0
43,250/500,1000,935.77,0,MALE,Associate,prof-specialty,own-child,0,-36000,Vehicle Theft,Rear Collision,Trivial Damage,Police,21,1,NO,1,0,YES,1300,650,5200,0
58,500/1000,2000,1192.04,0,MALE,Associate,craft-repair,own-child,66100,-31400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,YES,0,0,NO,11160,11160,33480,0
34,100/300,500,990.11,0,MALE,Masters,sales,other-relative,0,-41200,Parked Car,Rear Collision,Trivial Damage,None,8,1,NO,1,3,YES,1060,1060,3710,0
41,100/300,2000,1422.21,0,FEMALE,Associate,handlers-cleaners,unmarried,0,-46400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,21,1,YES,2,1,NO,17180,17180,51540,1
29,500/1000,500,914.85,0,MALE,Associate,prof-specialty,other-relative,72100,0,Parked Car,Rear Collision,Minor Damage,Police,5,1,NO,2,3,NO,790,1580,4740,0
43,250/500,500,1123.84,0,MALE,PhD,prof-specialty,other-relative,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,NO,0,0,YES,6720,3360,26880,0
39,250/500,2000,838.02,0,FEMALE,College,tech-support,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,NO,2,0,YES,6440,6440,51520,0
43,250/500,500,1300.68,0,MALE,PhD,adm-clerical,unmarried,49000,0,Parked Car,Rear Collision,Minor Damage,None,0,1,NO,1,3,YES,480,0,1440,0
22,500/1000,500,1173.21,0,MALE,JD,farming-fishing,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,YES,0,1,YES,15660,7830,62640,1
32,250/500,1000,985.97,5000000,FEMALE,College,protective-serv,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,13,1,NO,2,3,NO,14940,7470,59760,1
41,100/300,1000,1129.23,0,FEMALE,College,farming-fishing,own-child,17300,-60400,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,NO,1,0,YES,10060,5030,35210,1
31,250/500,500,1194.83,0,FEMALE,MD,prof-specialty,husband,28600,0,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,NO,0,0,NO,4420,8840,30940,0
43,100/300,1000,1114.29,0,FEMALE,High School,transport-moving,other-relative,51300,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,1,1,NO,2,2,YES,6060,6060,54540,0
26,250/500,2000,1509.04,0,FEMALE,Associate,prof-specialty,husband,10000,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,9,1,YES,2,3,NO,7120,14240,56960,0
34,250/500,500,664.86,0,FEMALE,PhD,craft-repair,wife,0,-60000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,3,1,NO,0,1,NO,16160,16160,72720,0
43,250/500,1000,1267.4,6000000,MALE,JD,adm-clerical,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,0,1,NO,2,1,NO,5070,5070,40560,0
45,100/300,1000,1119.23,0,FEMALE,MD,exec-managerial,unmarried,51500,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,13,3,NO,1,1,NO,11380,5690,34140,0
48,100/300,500,1698.51,0,MALE,JD,other-service,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,3,NO,2,1,NO,8640,8640,34560,0
33,500/1000,1000,1422.78,0,FEMALE,High School,exec-managerial,husband,61600,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,17,3,NO,2,3,YES,5280,5280,42240,0
